84	66
84	93
84	54
84	23
84	21
84	91
84	35
84	92
84	94
84	13
84	46
84	58
84	29
84	7
84	27
84	96
84	76
84	42
84	50
84	48
84	39
84	17
84	26
84	68
84	16
84	33
84	20
84	51
84	41
84	8
84	34
84	69
84	12
84	89
84	65
84	18
84	56
84	6
84	63
84	83
84	52
84	71
84	59
84	53
84	1
84	43
84	2
66	93
66	54
66	23
66	21
66	91
66	35
66	92
66	94
66	13
66	46
66	58
66	29
66	7
66	27
66	96
66	76
66	42
66	50
66	48
66	39
66	17
66	26
66	68
66	16
66	33
66	20
66	51
66	41
66	8
66	34
66	69
66	12
66	89
66	65
66	18
66	56
66	6
66	63
66	83
66	71
66	59
66	53
66	1
66	43
66	2
93	54
93	23
93	21
93	91
93	35
93	92
93	94
93	13
93	46
93	58
93	29
93	7
93	27
93	96
93	76
93	42
93	50
93	48
93	39
93	17
93	26
93	68
93	16
93	33
93	20
93	51
93	41
93	8
93	34
93	69
93	12
93	89
93	65
93	18
93	56
93	6
93	63
93	83
93	52
93	71
93	59
93	53
93	1
93	43
93	2
54	23
54	21
54	91
54	35
54	92
54	94
54	13
54	46
54	58
54	29
54	7
54	27
54	96
54	76
54	42
54	50
54	48
54	39
54	17
54	26
54	68
54	16
54	33
54	20
54	51
54	41
54	8
54	34
54	69
54	12
54	89
54	65
54	18
54	56
54	6
54	63
54	83
54	52
54	71
54	59
54	53
54	1
54	43
54	2
23	21
23	91
23	35
23	92
23	94
23	58
23	29
23	7
23	27
23	96
23	76
23	42
23	48
23	39
23	17
23	68
23	16
23	33
23	51
23	41
23	8
23	34
23	12
23	89
23	18
23	56
23	6
23	63
23	83
23	59
23	43
23	2
21	91
21	92
21	94
21	13
21	58
21	29
21	7
21	27
21	96
21	76
21	42
21	50
21	48
21	39
21	17
21	26
21	68
21	16
21	33
21	20
21	51
21	41
21	8
21	34
21	69
21	12
21	89
21	65
21	56
21	6
21	63
21	83
21	59
21	1
21	43
21	2
91	35
91	92
91	94
91	13
91	46
91	58
91	29
91	7
91	27
91	96
91	76
91	42
91	50
91	48
91	39
91	17
91	26
91	68
91	16
91	33
91	20
91	51
91	41
91	8
91	34
91	69
91	12
91	89
91	65
91	18
91	56
91	6
91	63
91	83
91	59
91	53
91	1
91	43
91	2
35	92
35	94
35	46
35	7
35	48
35	17
35	33
35	20
35	34
35	65
35	6
35	83
35	71
35	53
35	1
35	2
92	94
92	13
92	46
92	58
92	29
92	7
92	27
92	96
92	76
92	42
92	50
92	48
92	39
92	17
92	26
92	68
92	16
92	33
92	20
92	51
92	41
92	8
92	34
92	69
92	12
92	89
92	65
92	18
92	56
92	6
92	63
92	83
92	59
92	53
92	1
92	43
92	2
95	96
95	16
95	12
94	13
94	46
94	58
94	29
94	7
94	27
94	96
94	76
94	42
94	50
94	48
94	39
94	17
94	26
94	68
94	16
94	33
94	20
94	51
94	41
94	8
94	34
94	69
94	12
94	89
94	65
94	18
94	56
94	6
94	63
94	83
94	71
94	59
94	53
94	1
94	43
94	2
13	58
13	29
13	7
13	27
13	96
13	76
13	42
13	50
13	48
13	39
13	17
13	26
13	68
13	16
13	33
13	20
13	51
13	41
13	8
13	34
13	69
13	12
13	89
13	18
13	56
13	6
13	63
13	83
13	59
13	43
13	2
46	7
46	48
46	17
46	33
46	20
46	8
46	34
46	65
46	18
46	6
46	83
46	52
46	71
46	53
46	1
46	2
58	29
58	7
58	27
58	96
58	76
58	42
58	50
58	48
58	39
58	17
58	26
58	68
58	16
58	33
58	51
58	41
58	8
58	34
58	69
58	12
58	89
58	18
58	56
58	6
58	63
58	83
58	59
58	43
58	2
29	7
29	27
29	96
29	76
29	42
29	50
29	48
29	39
29	17
